id	V-score	VL-score	db	name
PF10139.13	0.02	0.301029996	Pfam	Putative bacterial virulence factor
PF02512.18	0.02	0.301029996	Pfam	Virulence determinant
PF13940.10	0.02	0.301029996	Pfam	Toxin Ldr, type I toxin-antitoxin system
PF12293.12	0.02	0.301029996	Pfam	Putative outer membrane core complex of type IVb secretion
PF19732.3	0.02	0.301029996	Pfam	Stage II sporulation protein E N-terminal
PF09546.14	0.02	0.301029996	Pfam	Stage III sporulation protein AE (spore_III_AE)
PF16695.9	0.02	0.301029996	Pfam	Type VI secretion system (T6SS), amidase immunity protein
PF18270.5	0.02	0.301029996	Pfam	Virulence factor Evf
PF20560.2	0.02	0.301029996	Pfam	Motility protein A N-terminal
PF14620.10	0.02	0.301029996	Pfam	YpeB sporulation, PepSY1 and PepSY2 domains
PF10140.13	0.02	0.301029996	Pfam	WXG100 protein secretion system (Wss), protein YukC
PF11846.12	0.02	0.301029996	Pfam	Virulence factor membrane-bound polymerase, C-terminal
PF02050.20	0.02	0.301029996	Pfam	Flagellar FliJ protein
PF09547.14	0.02	0.301029996	Pfam	Stage IV sporulation protein A, ATPase domain
PF06057.15	0.02	0.301029996	Pfam	Bacterial virulence protein (VirJ)
PF21545.1	0.02	0.301029996	Pfam	T7SS, ESX-1 secretion system protein EccA1, N-terminal domain
PF21611.1	0.02	0.301029996	Pfam	Avirulence protein, C-terminal domain
PF07309.15	0.02	0.301029996	Pfam	Flagellar protein FlaF
PF20438.2	0.02	0.301029996	Pfam	Stage IV sporulation protein A, middle domain
PF12945.11	0.02	0.301029996	Pfam	Flagellar protein YcgR
PF16539.9	0.01	0.0	Pfam	Flagellar assembly protein T, middle domain
PF17735.5	0.01	0.0	Pfam	Biofilm surface layer A
PF08345.15	0.01	0.0	Pfam	Flagellar M-ring protein C-terminal
PF13782.10	0.01	0.0	Pfam	Stage V sporulation protein AB
PF10799.12	0.01	0.0	Pfam	Biofilm formation protein (YliH/bssR)
PF03963.18	0.01	0.0	Pfam	Flagellar hook capping protein - N-terminal region
PF09867.13	0.01	0.0	Pfam	TagF N-terminal domain, Type VI secretion system-associated
PF04888.16	0.01	0.0	Pfam	Secretion system effector C (SseC) like family
PF07254.16	0.01	0.0	Pfam	Membrane-bound toxin component of toxin-antitoxin system
PF14931.10	0.01	0.0	Pfam	Intraflagellar transport complex B, subunit 20
PF09560.14	0.01	0.0	Pfam	Sporulation protein YunB (Spo_YunB)
PF20232.2	0.01	0.0	Pfam	C-terminal domain of Type VI secretion system FHA protein
PF07378.15	0.01	0.0	Pfam	Flagellar protein FlbT
PF09581.14	0.01	0.0	Pfam	Stage III sporulation protein AF (Spore_III_AF)
PF20250.2	0.01	0.0	Pfam	Flagellar Assembly Protein A N-terminal region
PF03536.19	0.01	0.0	Pfam	Salmonella virulence-associated 28kDa protein
PF17001.9	0.01	0.0	Pfam	Type III secretion basal body protein I, YscI, HrpB, PscI
PF16548.9	0.01	0.0	Pfam	Flagellar assembly protein T, N-terminal domain
PF07520.15	0.01	0.0	Pfam	Virulence factor SrfB
PF20898.1	0.01	0.0	Pfam	P-type Type IV secretion system, TraN
PF09613.14	0.01	0.0	Pfam	Bacterial type III secretion protein (HrpB1_HrpK)
PF05394.15	0.01	0.0	Pfam	Avirulence protein
PF09548.14	0.01	0.0	Pfam	Stage III sporulation protein AB (spore_III_AB)
PF14070.10	0.01	0.0	Pfam	Putative motility protein
PF03538.18	0.01	0.0	Pfam	Salmonella virulence plasmid 28.1kDa A protein
PF08988.14	0.01	0.0	Pfam	Type III secretion system, cytoplasmic E component of needle
PF04518.16	0.01	0.0	Pfam	Effector from type III secretion system
PF03748.18	0.01	0.0	Pfam	Flagellar basal body-associated protein FliL
phrog_432	10.0	3.388101202	PHROG	Hsp20 heat shock protein
phrog_497	10.0	3.363799945	PHROG	toxin-antitoxin system HicB-like
phrog_729	10.0	3.129689892	PHROG	cold shock protein
phrog_4681	10.0	3.006037955	PHROG	antitoxin from a toxin-antitoxin system
phrog_35646	4.54	2.657055853	PHROG	sporulation protein
phrog_36746	2.92	2.465382851	PHROG	antitoxin from a toxin-antitoxin system
phrog_4692	2.72	2.434568904	PHROG	antitoxin from a toxin-antitoxin system
phrog_16914	2.29	2.359835482	PHROG	sporulation protein
phrog_11726	1.09	2.037426498	PHROG	sporulation stage III protein D
phrog_2268	0.99	1.995635195	PHROG	antitoxin from a toxin-antitoxin system
phrog_258	0.88	1.944482672	PHROG	virulence associated
phrog_10856	0.51	1.707570176	PHROG	sporulation protein
phrog_6929	0.44	1.643452676	PHROG	universal stress protein
phrog_8458	0.43	1.633468456	PHROG	flagellar protein
phrog_3402	0.32	1.505149978	PHROG	antitoxin from a toxin-antitoxin system
phrog_8945	0.18	1.255272505	PHROG	stringent starvation protein Sspb-like
phrog_6494	0.15	1.176091259	PHROG	antitoxin from a toxin-antitoxin system
phrog_16152	0.13	1.113943352	PHROG	Hsp70 heat shock protein
phrog_4052	0.09	0.954242509	PHROG	PAGK virulence factor
phrog_19414	0.01	0.0	PHROG	antitoxin from a toxin-antitoxin system
HMMsoil418			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil1788			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil4916			FOAM	gspO; general secretion pathway protein O EC:3.4.23.43 2.1.1.-
HMMsoil5270			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil8932			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil9519			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil10942			FOAM	spoIIE; stage II sporulation protein E EC:3.1.3.16
HMMsoil14102			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil14521			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil15922			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil18301			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil19182			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil21108			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil25992			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil30196			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil30377			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil30513			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil31083			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil33788			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil36390			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil36915			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil42415			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil44856			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil45076			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil46771			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil48758			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil52245			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil53103			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil54391			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil55161			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil58358			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil59664			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil62030			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil62456			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil62857			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil64022			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil64026			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil64647			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil66999			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil67541			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil68763			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil71030			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil74717			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil80227			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil81566			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil84767			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil93491			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil95682			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil96343			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil103890			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil108431			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil110854			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil110627			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil124510			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil125257			FOAM	SPS1; sporulation-specific protein 1 EC:2.7.11.1
HMMsoil128267			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil131864			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil134514			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
HMMsoil134683			FOAM	impN; type VI secretion system protein ImpN EC:2.7.11.1
HMMsoil136616			FOAM	SMK1; sporulation-specific mitogen-activated protein kinase SMK1 EC:2.7.11.24
