gene_id,gene_nr,tagm_location,tagm_location,,,
TGME49_220900,220900,IMC,PM - peripheral 2,,,
TGME49_270220,270220,ER 1,ER 1,,,
TGME49_213040,213040,nucleus - chromatin,nucleus - chromatin,,,
TGME49_204530,204530,micronemes,micronemes,,,
TGME49_205240,205240,ER 1,ER 1,,,
TGME49_312200,312200,cytosol,cytosol,,,
TGME49_213770,213770,unknown,unknown,,,
TGME49_320200,320200,PM - peripheral 1,PM - peripheral 1,,,
TGME49_214440,214440,nucleus - chromatin,nucleus - chromatin,,,
TGME49_234505,234505,cytosol,cytosol,,,
TGME49_249590,249590,20S proteasome,20S proteasome,,,
TGME49_209910,209910,nucleus - chromatin,nucleus - chromatin,,,
TGME49_226440,226440,nucleus - chromatin,nucleus - chromatin,,,
TGME49_313390,313390,60S ribosome,60S ribosome,,,
TGME49_223540,223540,cytosol,cytosol,,,
TGME49_312580,312580,IMC,IMC,,,
TGME49_290890,290890,unknown,cytosol,,,
TGME49_230590,230590,ER 1,ER 1,,,
TGME49_250800,250800,nucleus - chromatin,nucleus - chromatin,,,
TGME49_234900,234900,nucleus - chromatin,nucleus - chromatin,,,
TGME49_285950,285950,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_261210,261210,19S proteasome,19S proteasome,,,
TGME49_213000,213000,43.233135,1,-17.3980364077503,,
TGME49_293390,293390,unknown,mitochondrion - membranes,,,
TGME49_280590,280590,nucleus - chromatin,nucleus - chromatin,,,
TGME49_230520,230520,unknown,unknown,,,
TGME49_270770,270770,nucleus - non-chromatin,nucleus - chromatin,,,
TGME49_224000,224000,IMC,IMC,,,
TGME49_262390,262390,nucleus - chromatin,nucleus - chromatin,,,
TGME49_265520,265520,cytosol,cytosol,,,
TGME49_270880,270880,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_261010,261010,19S proteasome,19S proteasome,,,
TGME49_251810,251810,unknown,cytosol,,,
TGME49_301150,301150,PM - peripheral 1,PM - peripheral 1,,,
TGME49_264450,264450,unknown,60S ribosome,,,
TGME49_309370,309370,nucleus - chromatin,nucleus - chromatin,,,
TGME49_231130,231130,ER 1,ER 1,,,
TGME49_240870,240870,unknown,unknown,,,
TGME49_316250,316250,dense granules,dense granules,,,
TGME49_316540,316540,IMC,IMC,,,
TGME49_238510,238510,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_306670,306670,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_251880,251880,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_210370,210370,rhoptries 1,rhoptries 1,,,
TGME49_230160,230160,IMC,IMC,,,
TGME49_240090,240090,unknown,dense granules,,,
TGME49_234270,234270,apical 2,apical 2,,,
TGME49_204020,204020,60S ribosome,60S ribosome,,,
TGME49_209800,209800,PM - integral,Golgi,,,
TGME49_227960,227960,19S proteasome,19S proteasome,,,
TGME49_224660,224660,unknown,nucleus - chromatin,,,
TGME49_252380,252380,ER 1,ER 1,,,
TGME49_201840,201840,endomembrane vesicles,endomembrane vesicles,,,
TGME49_226030,226030,IMC,IMC,,,
TGME49_229650,229650,cytosol,cytosol,,,
TGME49_266320,266320,ER 1,ER 1,,,
TGME49_219270,219270,IMC,IMC,,,
TGME49_241880,241880,apical 1,apical 1,,,
TGME49_258150,258150,20S proteasome,20S proteasome,,,
TGME49_244290,244290,nucleus - chromatin,nucleus - chromatin,,,
TGME49_243350,243350,endomembrane vesicles,endomembrane vesicles,,,
TGME49_257480,257480,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_231170,231170,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_202780,202780,dense granules,dense granules,,,
TGME49_217600,217600,nucleus - chromatin,nucleus - chromatin,,,
TGME49_285830,285830,apicoplast,apicoplast,,,
TGME49_237520,237520,nucleus - chromatin,nucleus - chromatin,,,
TGME49_300120,300120,unknown,cytosol,,,
TGME49_223760,223760,nucleus - chromatin,nucleus - chromatin,,,
TGME49_224050,224050,nucleus - chromatin,nucleus - chromatin,,,
TGME49_207430,207430,unknown,unknown,,,
TGME49_281580,281580,PM - peripheral 2,PM - peripheral 2,,,
TGME49_203220,203220,nucleus - chromatin,nucleus - chromatin,,,
TGME49_218600,218600,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_205570,205570,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_247350,247350,ER 1,ER 1,,,
TGME49_300020,300020,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_216020,216020,ER 1,ER 1,,,
TGME49_220510,220510,apical 1,apical 1,,,
TGME49_304650,304650,nucleus - chromatin,nucleus - chromatin,,,
TGME49_271970,271970,IMC,IMC,,,
TGME49_230490,230490,IMC,PM - peripheral 2,,,
TGME49_228750,228750,nucleus - chromatin,nucleus - chromatin,,,
TGME49_207440,207440,40S ribosome,40S ribosome,,,
TGME49_290840,290840,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_305270,305270,rhoptries 1,rhoptries 1,,,
TGME49_243540,243540,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_209680,209680,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_205380,205380,nucleus - chromatin,nucleus - chromatin,,,
TGME49_310070,310070,unknown,unknown,,,
TGME49_216790,216790,unknown,unknown,,,
TGME49_226510,226510,nucleus - chromatin,nucleus - chromatin,,,
TGME49_218540,218540,unknown,ER 1,,,
TGME49_226680,226680,nucleus - chromatin,nucleus - chromatin,,,
TGME49_226950,226950,nucleus - chromatin,nucleus - chromatin,,,
TGME49_237010,237010,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_208400,208400,nucleus - chromatin,nucleus - chromatin,,,
TGME49_251630,251630,Golgi,Golgi,,,
TGME49_305260,305260,PM - integral,Golgi,,,
TGME49_203370,203370,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_214620,214620,unknown,unknown,,,
TGME49_297160,297160,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_230450,230450,cytosol,cytosol,,,
TGME49_238010,238010,60S ribosome,60S ribosome,,,
TGME49_242290,242290,20S proteasome,20S proteasome,,,
TGME49_232680,232680,nucleus - chromatin,nucleus - chromatin,,,
TGME49_228660,228660,nucleus - chromatin,nucleus - chromatin,,,
TGME49_269442,269442,IMC,IMC,,,
TGME49_210730,210730,unknown,mitochondrion - soluble,,,
TGME49_213067,213067,dense granules,dense granules,,,
TGME49_209985,209985,rhoptries 1,rhoptries 1,,,
TGME49_236140,236140,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_227650,227650,unknown,unknown,,,
TGME49_293730,293730,IMC,IMC,,,
TGME49_267450,267450,micronemes,micronemes,,,
TGME49_315670,315670,cytosol,nucleus - chromatin,,,
TGME49_229030,229030,ER 1,ER 1,,,
TGME49_267050,267050,cytosol,cytosol,,,
TGME49_297830,297830,nucleus - chromatin,nucleus - chromatin,,,
TGME49_315780,315780,apical 2,apical 2,,,
TGME49_236570,236570,cytosol,cytosol,,,
TGME49_288210,288210,cytosol,cytosol,,,
TGME49_225330,225330,rhoptries 1,rhoptries 1,,,
TGME49_220600,220600,PM - integral,PM - integral,,,
TGME49_277000,277000,unknown,nucleus - chromatin,,,
TGME49_219150,219150,unknown,nucleus - non-chromatin,,,
TGME49_272520,272520,IMC,IMC,,,
TGME49_227450,227450,unknown,unknown,,,
TGME49_279320,279320,nucleus - chromatin,nucleus - chromatin,,,
TGME49_304740,304740,dense granules,dense granules,,,
TGME49_247590,247590,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_293320,293320,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_320170,320170,PM - peripheral 1,PM - peripheral 1,,,
TGME49_306460,306460,nucleus - chromatin,nucleus - chromatin,,,
TGME49_212130,212130,unknown,ER 1,,,
TGME49_271470,271470,apicoplast,apicoplast,,,
TGME49_246720,246720,apical 2,apical 2,,,
TGME49_211290,211290,rhoptries 1,rhoptries 1,,,
TGME49_294930,294930,nucleus - chromatin,nucleus - chromatin,,,
TGME49_280410,280410,PM - integral,Golgi,,,
TGME49_268760,268760,rhoptries 1,rhoptries 1,,,
TGME49_230400,230400,nucleus - chromatin,nucleus - chromatin,,,
TGME49_286590,286590,tubulin cytoskeleton,tubulin cytoskeleton,,,
TGME49_205558,205558,cytosol,cytosol,,,
TGME49_251620,251620,unknown,unknown,,,
TGME49_219860,219860,unknown,unknown,,,
TGME49_286440,286440,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_308920,308920,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_234930,234930,PM - peripheral 1,PM - peripheral 1,,,
TGME49_268890,268890,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_229140,229140,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_223140,223140,cytosol,cytosol,,,
TGME49_280730,280730,unknown,mitochondrion - membranes,,,
TGME49_215040,215040,cytosol,cytosol,,,
TGME49_233890,233890,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_305450,305450,unknown,ER 1,,,
TGME49_247300,247300,nucleus - chromatin,nucleus - chromatin,,,
TGME49_214220,214220,IMC,IMC,,,
TGME49_278440,278440,nucleus - chromatin,nucleus - chromatin,,,
TGME49_290920,290920,unknown,unknown,,,
TGME49_269200,269200,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_217220,217220,unknown,unknown,,,
TGME49_280400,280400,ER 1,ER 1,,,
TGME49_285180,285180,PM - peripheral 2,Golgi,,,
TGME49_276140,276140,nucleus - chromatin,nucleus - chromatin,,,
TGME49_247520,247520,rhoptries 1,rhoptries 1,,,
TGME49_211260,211260,rhoptries 1,rhoptries 1,,,
TGME49_257750,257750,nucleus - chromatin,nucleus - chromatin,,,
TGME49_216730,216730,cytosol,cytosol,,,
TGME49_310290,310290,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_239410,239410,nucleus - chromatin,nucleus - chromatin,,,
TGME49_233000,233000,nucleus - non-chromatin,nucleus - chromatin,,,
TGME49_221200,221200,nucleus - chromatin,nucleus - chromatin,,,
TGME49_245470,245470,unknown,nucleus - non-chromatin,,,
TGME49_312050,312050,unknown,unknown,,,
TGME49_225550,225550,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_287980,287980,endomembrane vesicles,PM - peripheral 2,,,
TGME49_224190,224190,Golgi,Golgi,,,
TGME49_250700,250700,nucleus - chromatin,nucleus - chromatin,,,
TGME49_320690,320690,unknown,unknown,,,
TGME49_314810,314810,60S ribosome,60S ribosome,,,
TGME49_224920,224920,ER 1,ER 1,,,
TGME49_205250,205250,rhoptries 1,rhoptries 1,,,
TGME49_239620,239620,unknown,cytosol,,,
TGME49_312530,312530,unknown,nucleus - non-chromatin,,,
TGME49_299060,299060,rhoptries 2,rhoptries 2,,,
TGME49_275460,275460,dense granules,dense granules,,,
TGME49_232000,232000,dense granules,dense granules,,,
TGME49_208320,208320,nucleus - chromatin,PM - peripheral 2,,,
TGME49_248460,248460,unknown,PM - integral,,,
TGME49_240060,240060,dense granules,dense granules,,,
TGME49_305160,305160,nucleus - chromatin,apical 2,,,
TGME49_269990,269990,PM - peripheral 2,PM - peripheral 2,,,
TGME49_219520,219520,cytosol,cytosol,,,
TGME49_240710,240710,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_251870,251870,nucleus - chromatin,nucleus - chromatin,,,
TGME49_318730,318730,ER 1,ER 1,,,
TGME49_239930,239930,unknown,unknown,,,
TGME49_219700,219700,unknown,cytosol,,,
TGME49_290600,290600,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_288030,288030,ER 1,ER 1,,,
TGME49_255160,255160,apical 1,apical 1,,,
TGME49_305560,305560,nucleus - chromatin,nucleus - chromatin,,,
TGME49_249630,249630,unknown,unknown,,,
TGME49_267590,267590,ER 1,ER 1,,,
TGME49_263280,263280,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_209450,209450,nucleus - chromatin,PM - peripheral 2,,,
TGME49_216220,216220,nucleus - chromatin,nucleus - chromatin,,,
TGME49_228200,228200,IMC,IMC,,,
TGME49_218920,218920,20S proteasome,20S proteasome,,,
TGME49_277790,277790,nucleus - chromatin,PM - peripheral 2,,,
TGME49_230510,230510,ER 1,ER 1,,,
TGME49_245610,245610,nucleus - chromatin,PM - peripheral 2,,,
TGME49_211410,211410,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_201760,201760,apical 1,apical 1,,,
TGME49_215710,215710,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_304970,304970,unknown,nucleus - non-chromatin,,,
TGME49_321410,321410,nucleus - chromatin,PM - peripheral 2,,,
TGME49_203540,203540,unknown,unknown,,,
TGME49_319620,319620,PM - integral,Golgi,,,
TGME49_264040,264040,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_289150,289150,ER 1,ER 1,,,
TGME49_310860,310860,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_285510,285510,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_281930,281930,PM - peripheral 1,PM - peripheral 1,,,
TGME49_209170,209170,rhoptries 1,rhoptries 1,,,
TGME49_217820,217820,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_226600,226600,Golgi,Golgi,,,
TGME49_227000,227000,apical 1,apical 1,,,
TGME49_264610,264610,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_265260,265260,cytosol,19S proteasome,,,
TGME49_295650,295650,ER 1,ER 1,,,
TGME49_225990,225990,apicoplast,apicoplast,,,
TGME49_295340,295340,cytosol,cytosol,,,
TGME49_244880,244880,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_292130,292130,60S ribosome,60S ribosome,,,
TGME49_233080,233080,nucleus - chromatin,nucleus - chromatin,,,
TGME49_299080,299080,ER 1,ER 1,,,
TGME49_300330,300330,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_217050,217050,nucleus - chromatin,nucleus - chromatin,,,
TGME49_218070,218070,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_286790,286790,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_316530,316530,unknown,unknown,,,
TGME49_253650,253650,apicoplast,apicoplast,,,
TGME49_213310,213310,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_265220,265220,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_261250,261250,nucleus - chromatin,nucleolus,,,
TGME49_252360,252360,rhoptries 1,rhoptries 1,,,
TGME49_271760,271760,ER 1,ER 1,,,
TGME49_246460,246460,Golgi,PM - peripheral 2,,,
TGME49_225160,225160,dense granules,dense granules,,,
TGME49_258210,258210,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_272380,272380,micronemes,micronemes,,,
TGME49_202770,202770,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_240220,240220,cytosol,cytosol,,,
TGME49_271810,271810,unknown,cytosol,,,
TGME49_262980,262980,PM - peripheral 2,Golgi,,,
TGME49_222400,222400,IMC,IMC,,,
TGME49_268650,268650,unknown,mitochondrion - soluble,,,
TGME49_214320,214320,PM - integral,PM - integral,,,
TGME49_316900,316900,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_247460,247460,cytosol,cytosol,,,
TGME49_221330,221330,apicoplast,apicoplast,,,
TGME49_305980,305980,apicoplast,apicoplast,,,
TGME49_216260,216260,58.211581,0.9688831,7.84981852833689,,
TGME49_278030,278030,ER 1,ER 1,,,
TGME49_296010,296010,nucleus - chromatin,nucleus - chromatin,,,
TGME49_289190,289190,cytosol,nucleus - chromatin,,,
TGME49_215980,215980,dense granules,dense granules,,,
TGME49_299780,299780,dense granules,dense granules,,,
TGME49_209190,209190,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_228190,228190,29.007457,0.9996426,47.2685955788095,,
TGME49_213030,213030,cytosol,cytosol,,,
TGME49_315620,315620,unknown,unknown,,,
TGME49_266090,266090,IMC,IMC,,,
TGME49_315140,315140,unknown,nucleolus,,,
TGME49_269250,269250,19S proteasome,cytosol,,,
TGME49_315530,315530,nucleus - chromatin,nucleus - chromatin,,,
TGME49_207720,207720,nucleolus,nucleus - non-chromatin,,,
TGME49_313400,313400,nucleus - chromatin,nucleus - chromatin,,,
TGME49_247330,247330,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_207770,207770,19S proteasome,cytosol,,,
TGME49_256090,256090,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_320020,320020,PM - integral,PM - integral,,,
TGME49_229920,229920,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_203390,203390,nucleus - chromatin,nucleus - chromatin,,,
TGME49_313670,313670,nucleus - chromatin,nucleus - chromatin,,,
TGME49_267600,267600,cytosol,cytosol,,,
TGME49_203810,203810,dense granules,tubulin cytoskeleton,,,
TGME49_269650,269650,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_278530,278530,unknown,unknown,,,
TGME49_306220,306220,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_272290,272290,apicoplast,apicoplast,,,
TGME49_232230,232230,60S ribosome,60S ribosome,,,
TGME49_274190,274190,unknown,cytosol,,,
TGME49_252440,252440,ER 1,ER 1,,,
TGME49_286740,286740,apicoplast,apicoplast,,,
TGME49_247960,247960,rhoptries 2,rhoptries 2,,,
TGME49_221522,221522,nucleus - chromatin,nucleolus,,,
TGME49_225020,225020,apical 1,apical 1,,,
TGME49_320480,320480,PM - integral,Golgi,,,
TGME49_243600,243600,unknown,cytosol,,,
TGME49_223910,223910,ER 1,ER 1,,,
TGME49_213072,213072,nucleus - chromatin,nucleus - chromatin,,,
TGME49_261600,261600,cytosol,cytosol,,,
TGME49_320160,320160,nucleus - chromatin,nucleus - chromatin,,,
TGME49_248670,248670,endomembrane vesicles,endomembrane vesicles,,,
TGME49_239500,239500,20S proteasome,20S proteasome,,,
TGME49_293350,293350,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_232030,232030,IMC,IMC,,,
TGME49_239020,239020,PM - integral,Golgi,,,
TGME49_283510,283510,IMC,IMC,,,
TGME49_232300,232300,40S ribosome,40S ribosome,,,
TGME49_309140,309140,nucleus - chromatin,nucleus - chromatin,,,
TGME49_227610,227610,nucleus - chromatin,nucleus - chromatin,,,
TGME49_236560,236560,nucleus - chromatin,nucleus - chromatin,,,
TGME49_275810,275810,nucleus - chromatin,40S ribosome,,,
TGME49_305180,305180,Golgi,Golgi,,,
TGME49_223050,223050,nucleus - chromatin,nucleus - chromatin,,,
TGME49_214200,214200,unknown,unknown,,,
TGME49_257090,257090,cytosol,cytosol,,,
TGME49_248290,248290,unknown,nucleus - chromatin,,,
TGME49_209100,209100,nucleus - chromatin,nucleus - chromatin,,,
TGME49_304670,304670,IMC,IMC,,,
TGME49_206540,206540,PM - integral,PM - peripheral 2,,,
TGME49_211630,211630,PM - peripheral 2,Golgi,,,
TGME49_319300,319300,ER 1,ER 1,,,
TGME49_202460,202460,PM - peripheral 2,PM - peripheral 2,,,
TGME49_263050,263050,60S ribosome,60S ribosome,,,
TGME49_304660,304660,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_250340,250340,apical 2,apical 2,,,
TGME49_262910,262910,unknown,ER 1,,,
TGME49_301410,301410,nucleus - chromatin,nucleus - chromatin,,,
TGME49_263500,263500,unknown,unknown,,,
TGME49_313540,313540,ER 1,ER 1,,,
TGME49_311690,311690,nucleus - chromatin,nucleus - chromatin,,,
TGME49_266080,266080,apical 1,apical 1,,,
TGME49_249240,249240,unknown,unknown,,,
TGME49_202980,202980,nucleolus,nucleus - non-chromatin,,,
TGME49_252500,252500,rhoptries 1,rhoptries 1,,,
TGME49_219130,219130,apicoplast,apicoplast,,,
TGME49_290980,290980,unknown,ER 1,,,
TGME49_263750,263750,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_238100,238100,Golgi,Golgi,,,
TGME49_200270,200270,micronemes,micronemes,,,
TGME49_224960,224960,ER 1,ER 1,,,
TGME49_201130,201130,dense granules,dense granules,,,
TGME49_206320,206320,ER 1,ER 1,,,
TGME49_210360,210360,cytosol,nucleus - chromatin,,,
TGME49_210778,210778,ER 1,ER 1,,,
TGME49_318880,318880,micronemes,micronemes,,,
TGME49_294690,294690,PM - integral,PM - integral,,,
TGME49_276210,276210,mitochondrion - soluble,rhoptries 1,,,
TGME49_227420,227420,apicoplast,apicoplast,,,
TGME49_239680,239680,apicoplast,apicoplast,,,
TGME49_222370,222370,PM - peripheral 1,PM - peripheral 1,,,
TGME49_246330,246330,cytosol,cytosol,,,
TGME49_228490,228490,cytosol,cytosol,,,
TGME49_228400,228400,unknown,unknown,,,
TGME49_293870,293870,unknown,cytosol,,,
TGME49_300380,300380,unknown,ER 1,,,
TGME49_246340,246340,nucleus - chromatin,nucleus - chromatin,,,
TGME49_234190,234190,unknown,cytosol,,,
TGME49_289080,289080,nucleus - chromatin,nucleus - chromatin,,,
TGME49_300310,300310,19S proteasome,19S proteasome,,,
TGME49_271350,271350,nucleus - chromatin,nucleus - chromatin,,,
TGME49_216120,216120,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_311410,311410,nucleolus,nucleolus,,,
TGME49_262040,262040,cytosol,cytosol,,,
TGME49_271820,271820,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_266970,266970,PM - peripheral 2,PM - peripheral 2,,,
TGME49_297970,297970,cytosol,cytosol,,,
TGME49_294670,294670,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_278720,278720,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_234220,234220,Golgi,Golgi,,,
TGME49_214930,214930,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_232020,232020,rhoptries 2,rhoptries 2,,,
TGME49_279380,279380,cytosol,cytosol,,,
TGME49_311310,311310,cytosol,cytosol,,,
TGME49_320588,320588,apicoplast,apicoplast,,,
TGME49_208790,208790,unknown,mitochondrion - membranes,,,
TGME49_257380,257380,cytosol,PM - peripheral 2,,,
TGME49_305820,305820,cytosol,cytosol,,,
TGME49_305290,305290,unknown,unknown,,,
TGME49_238070,238070,cytosol,cytosol,,,
TGME49_304955,304955,dense granules,dense granules,,,
TGME49_299050,299050,60S ribosome,60S ribosome,,,
TGME49_271050,271050,PM - peripheral 1,PM - peripheral 1,,,
TGME49_297150,297150,IMC,IMC,,,
TGME49_313240,313240,unknown,mitochondrion - soluble,,,
TGME49_289360,289360,apicoplast,apicoplast,,,
TGME49_259830,259830,dense granules,dense granules,,,
TGME49_258660,258660,rhoptries 2,rhoptries 2,,,
TGME49_275370,275370,PM - peripheral 1,PM - peripheral 1,,,
TGME49_222952,222952,cytosol,cytosol,,,
TGME49_276970,276970,apicoplast,apicoplast,,,
TGME49_222840,222840,cytosol,cytosol,,,
TGME49_207060,207060,nucleus - chromatin,nucleus - chromatin,,,
TGME49_316140,316140,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_256030,256030,apical 1,apical 1,,,
TGME49_277850,277850,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_288840,288840,dense granules,dense granules,,,
TGME49_215350,215350,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_232120,232120,PM - integral,Golgi,,,
TGME49_309810,309810,40S ribosome,40S ribosome,,,
TGME49_245710,245710,unknown,IMC,,,
TGME49_210800,210800,unknown,cytosol,,,
TGME49_249780,249780,cytosol,cytosol,,,
TGME49_259660,259660,cytosol,cytosol,,,
TGME49_225940,225940,IMC,IMC,,,
TGME49_218220,218220,unknown,nucleus - chromatin,,,
TGME49_257150,257150,nucleus - non-chromatin,nucleus - chromatin,,,
TGME49_201700,201700,unknown,nucleus - non-chromatin,,,
TGME49_258410,258410,IMC,IMC,,,
TGME49_321420,321420,cytosol,cytosol,,,
TGME49_290730,290730,ER 2,apicoplast,,,
TGME49_281980,281980,ER 1,ER 1,,,
TGME49_293340,293340,unknown,cytosol,,,
TGME49_253040,253040,nucleus - chromatin,nucleus - chromatin,,,
TGME49_226420,226420,dense granules,dense granules,,,
TGME49_211350,211350,Golgi,PM - peripheral 2,,,
TGME49_246740,246740,cytosol,19S proteasome,,,
TGME49_203600,203600,dense granules,dense granules,,,
TGME49_215460,215460,40S ribosome,40S ribosome,,,
TGME49_319550,319550,unknown,ER 1,,,
TGME49_315860,315860,nucleus - chromatin,nucleus - chromatin,,,
TGME49_315940,315940,unknown,unknown,,,
TGME49_216030,216030,nucleus - chromatin,nucleus - chromatin,,,
TGME49_305460,305460,unknown,cytosol,,,
TGME49_255660,255660,apicoplast,apicoplast,,,
TGME49_246500,246500,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_286230,286230,dense granules,nucleolus,,,
TGME49_248130,248130,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_207840,207840,40S ribosome,40S ribosome,,,
TGME49_251850,251850,cytosol,cytosol,,,
TGME49_245560,245560,nucleus - chromatin,nucleus - chromatin,,,
TGME49_305540,305540,ER 1,ER 1,,,
TGME49_235130,235130,rhoptries 2,rhoptries 2,,,
TGME49_209108,209108,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_271740,271740,nucleus - chromatin,nucleus - chromatin,,,
TGME49_261450,261450,cytosol,19S proteasome,,,
TGME49_215775,215775,rhoptries 1,rhoptries 1,,,
TGME49_289320,289320,unknown,PM - peripheral 2,,,
TGME49_237820,237820,IMC,IMC,,,
TGME49_212210,212210,cytosol,cytosol,,,
TGME49_297180,297180,apical 1,apical 1,,,
TGME49_213800,213800,unknown,cytosol,,,
TGME49_290340,290340,cytosol,cytosol,,,
TGME49_295090,295090,ER 1,ER 1,,,
TGME49_253140,253140,nucleus - chromatin,dense granules,,,
TGME49_223590,223590,20S proteasome,20S proteasome,,,
TGME49_313910,313910,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_297800,297800,nucleus - chromatin,nucleus - chromatin,,,
TGME49_244310,244310,nucleus - chromatin,nucleus - chromatin,,,
TGME49_321560,321560,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_220350,220350,unknown,apicoplast,,,
TGME49_257960,257960,cytosol,cytosol,,,
TGME49_238390,238390,Golgi,PM - peripheral 2,,,
TGME49_290620,290620,nucleus - chromatin,nucleus - chromatin,,,
TGME49_312622,312622,IMC,IMC,,,
TGME49_244370,244370,unknown,ER 1,,,
TGME49_262960,262960,unknown,unknown,,,
TGME49_306210,306210,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_214960,214960,nucleus - chromatin,nucleus - chromatin,,,
TGME49_258170,258170,cytosol,cytosol,,,
TGME49_268780,268780,nucleus - chromatin,PM - peripheral 2,,,
TGME49_267840,267840,ER 1,ER 1,,,
TGME49_315720,315720,nucleus - chromatin,nucleus - chromatin,,,
TGME49_219440,219440,nucleus - chromatin,nucleus - chromatin,,,
TGME49_230430,230430,unknown,PM - integral,,,
TGME49_245640,245640,apical 1,apical 1,,,
TGME49_239010,239010,dense granules,dense granules,,,
TGME49_312990,312990,nucleolus,nucleus - non-chromatin,,,
TGME49_265110,265110,unknown,unknown,,,
TGME49_313130,313130,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_231100,231100,PM - integral,Golgi,,,
TGME49_248640,248640,PM - peripheral 2,Golgi,,,
TGME49_248390,248390,60S ribosome,60S ribosome,,,
TGME49_260500,260500,unknown,IMC,,,
TGME49_289050,289050,unknown,unknown,,,
TGME49_206690,206690,IMC,IMC,,,
TGME49_272350,272350,nucleus - chromatin,dense granules,,,
TGME49_255890,255890,cytosol,cytosol,,,
TGME49_221380,221380,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_229470,229470,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_205550,205550,nucleus - chromatin,nucleus - chromatin,,,
